met,surf_speed,mean_altitude,g_force,aoa,sideslip,atmosphere_density,dynamic_pressure
0.0,0.0027319996868759105,76.61950281308964,0.9948841333389282,-3.117983818054199,-0.12648175656795502,1.1333580017089844,4.221360541123431e-06
0.0,0.0027395983244555312,76.61950261658058,0.9948843717575073,-3.0269243717193604,-0.14184124767780304,1.1333624124526978,4.24739937443519e-06
0.0,0.002733744094122416,76.61950281308964,0.9948848485946655,-3.0939953327178955,-0.1159755066037178,1.1333668231964111,4.235027518006973e-06
0.0,0.0027325028046876016,76.61950281297322,0.994884729385376,-3.1278371810913086,-0.088163360953331,1.1333715915679932,4.231199909554562e-06
0.0,0.002739102892714738,76.61950287397485,0.9948850870132446,-3.07049560546875,-0.14804020524024963,1.1333762407302856,4.251682184985839e-06
0.0,0.0027308250840387734,76.61950267781503,0.9948848485946655,-3.133800506591797,-0.09455008059740067,1.1333808898925781,4.226040800858755e-06
0.0,0.002732265008604896,76.61950287409127,0.9948838949203491,-2.9674642086029053,-0.1606450378894806,1.1333856582641602,4.230515969538828e-06
0.0,0.002738476600726606,76.6195026775822,0.9948852062225342,-3.061081886291504,-0.15607886016368866,1.1333904266357422,4.249791345500853e-06
0.0,0.0027346604064322475,76.61950281297322,0.9948834180831909,-3.067108392715454,-0.24613307416439056,1.1333951950073242,4.2379733713460155e-06
0.0,0.0027310603722812445,76.61950267769862,0.9948852062225342,-3.1371207237243652,-0.08878935128450394,1.1333999633789062,4.226840246701613e-06
0.0,0.002736691394466094,76.61950287409127,0.9948847889900208,-3.1029770374298096,-0.11175533384084702,1.1334047317504883,4.24430618295446e-06
0.0,0.0027294745704067023,76.61950261669699,0.9948827624320984,-2.967174530029297,-0.15422797203063965,1.1334096193313599,4.221968538331566e-06
0.0,0.0027392037578420508,76.61950281285681,0.994884192943573,-3.1238489151000977,-0.24366402626037598,1.133414387702942,4.252138296578778e-06
0.0,0.0027300009244534593,76.61950281297322,0.9948840737342834,-3.1064131259918213,-0.11193365603685379,1.133419156074524,4.243040621076943e-06
0.6399999996647239,6.522051156549546,78.76050473970827,2.030733346939087,3.813180685043335,0.12318204343318939,1.1331456899642944,24.10039520263672
1.6199999991513323,16.62946814281246,90.08279711101204,2.046358585357666,3.661938190460205,0.11844082176685333,1.1316146850585938,156.46792602539062
2.6599999986065086,27.519641781357592,112.91499544528779,2.0625431537628174,3.3982787132263184,0.11114311218261719,1.1285029649734497,427.324951171875
3.6599999980826396,38.14977159814248,145.5268521370599,2.077955961227417,3.157618761062622,0.10417302697896957,1.1240569353103638,817.9790649414062
4.659999997558771,48.93463222334657,188.73834991140757,2.0932490825653076,2.906695604324341,0.09685425460338593,1.118180751800537,1338.7967529296875
5.679999997024424,60.093184606190746,243.8863111543469,2.1086313724517822,2.6922476291656494,0.09063369780778885,1.1107150316238403,2005.5020751953125
6.699999996490078,71.40909282248002,310.3699962014798,2.1238338947296143,2.617863655090332,0.07450008392333984,1.1017707586288452,2809.107177734375
7.719999995955732,82.8747609244196,388.3436390371062,2.1384825706481934,2.4437904357910156,0.07826773077249527,1.091361165046692,3747.857666015625
8.739999995421385,94.49391224725791,477.95899581722915,2.1533286571502686,2.3658010959625244,0.0738181471824646,1.079506516456604,4819.51025390625
9.739999994897516,106.03344036530135,577.2680220643524,2.1679954528808594,2.287510633468628,0.07250618189573288,1.0665059089660645,5995.4111328125
10.75999999436317,117.96182751158473,690.3990415859735,2.1840996742248535,2.1640992164611816,0.06792017817497253,1.0518701076507568,7318.38232421875
11.779999993828824,130.06517049068802,815.6522373171756,2.201690196990967,2.07208251953125,0.06470738351345062,1.035552978515625,8791.435546875
12.799999993294477,142.35310934684327,953.2098767703865,2.2198097705841064,1.990765929222107,0.062192484736442566,1.018574595451355,10320.4052734375
13.799999992770609,154.58545365458843,1100.2009354511974,2.2387936115264893,1.9240868091583252,0.060097090899944305,0.9999973177909851,11986.458984375
14.839999992225785,167.51964119546886,1266.0217934009852,2.2594900131225586,1.8739644289016724,0.05868085101246834,0.9801948666572571,13753.5205078125
15.819999991712393,180.16786970914345,1438.1303925507236,2.2804291248321533,1.8351863622665405,0.05778258293867111,0.9592180252075195,15612.447265625
16.85999999116757,193.2884972964244,1626.697302926681,2.3026039600372314,1.8075175285339355,0.05738961696624756,0.9371213316917419,17552.671875
17.879999990633223,206.63535761113909,1828.6400919610169,2.3249285221099854,1.788801908493042,0.05751343443989754,0.9139631986618042,19562.16796875
18.9199999900884,220.4783601907361,2048.5603332716273,2.34726619720459,1.7802014350891113,0.058007173240184784,0.8898064494132996,21627.060546875
19.939999989554053,234.28516378250288,2278.24172188167,2.3695077896118164,1.7796835899353027,0.05893859639763832,0.8647168278694153,23731.953125
20.959999989019707,248.32096461066715,2522.0184912094846,2.3921456336975098,1.7846856117248535,0.06024186313152313,0.8387637734413147,25860.47265625
21.959999988495838,262.31785486441254,2774.937669288949,2.41583251953125,1.7911503314971924,0.061825864017009735,0.8125511407852173,27956.08984375
22.95999998797197,276.5541892531183,3041.887604429503,2.4399962425231934,1.7964653968811035,0.06337558478116989,0.7856473922729492,30044.02734375
23.979999987437623,291.31606944706635,3328.9198963287054,2.4241342544555664,0.07062995433807373,0.0056458027102053165,0.7575643658638,32145.369140625
24.979999986913754,300.17005446575155,3622.390824625385,1.6378402709960938,0.0503983274102211,0.005244212690740824,0.7297144532203674,32874.38671875
25.999999986379407,305.8589114332927,3928.2496612706454,1.5381340980529785,0.6224625706672668,0.023832425475120544,0.7010418772697449,32814.95703125
27.039999985834584,311.3589277154216,4245.658285699086,1.518212914466858,-0.6230018734931946,-0.005093855317682028,0.6733442544937134,32638.470703125
28.039999985310715,317.11959933286255,4556.189909759094,1.5311131477355957,-3.3674745559692383,0.0017427930142730474,0.6466071605682373,32512.97265625
28.959999984828755,321.7670781112763,4845.98335190292,1.5315141677856445,-1.949257731437683,-0.000978720374405384,0.622422456741333,32220.9609375
29.97999998429441,327.82340282666536,5172.27078615455,1.5686661005020142,-2.637068510055542,0.0010295581305399537,0.5960502624511719,32028.21875
30.959999983781017,333.6527671270301,5490.874901426025,1.5891191959381104,-2.6594130992889404,0.00010456028394401073,0.571142852306366,31786.22265625
31.999999983236194,340.57469778899906,5834.793780899723,1.6544342041015625,-2.5962073802948,0.00040145215461961925,0.5451582074165344,31616.755859375
32.999999982712325,346.6594048182292,6171.184147360618,1.6034533977508545,-3.71484637260437,0.0006310974131338298,0.520611584186554,31281.66015625
34.01999998217798,353.471838403222,6526.370144070825,1.6591659784317017,-3.135590076446533,0.0002789011341519654,0.4955938756465912,30960.330078125
35.03999998164363,359.8732574548876,6873.353656809544,1.6296638250350952,-4.784007549285889,0.0006129617104306817,0.47201254963874817,30564.87890625
36.059999981109286,365.83791784951353,7231.753602267127,1.6341737508773804,-5.774765968322754,0.00032131982152350247,0.4485120475292206,30013.837890625
37.07999998057494,373.13496447695456,7594.630495368969,1.7396820783615112,-3.0589280128479004,0.0006905879708938301,0.4255768954753876,29626.47265625
38.07999998005107,380.50808052011143,7956.372710715281,1.7064216136932373,-5.775169849395752,0.0005011074827052653,0.40354061126708984,29213.595703125
39.0799999795272,387.29449487852605,8322.334623768576,1.73504638671875,-4.5088348388671875,0.0009550968534313142,0.38163241744041443,28645.1796875
40.099999978992855,395.31940609924044,8700.553958308417,1.7794734239578247,-4.902744293212891,0.000438969669630751,0.36068248748779297,28183.265625
41.11999997845851,403.0927555234358,9083.787862682482,1.7798678874969482,-6.924086570739746,0.0006415973766706884,0.3367370367050171,27357.15234375
42.11999997793464,409.4677083374704,9462.451235881541,1.8338210582733154,-10.030646324157715,0.000517127278726548,0.31324151158332825,26259.6328125
43.139999977400294,414.68625760758033,9848.067669540644,1.9289661645889282,-11.529536247253418,0.0009008641354739666,0.2910037636756897,25021.1875
44.15999997686595,419.4103065440583,10230.781601678347,2.161137104034424,-15.11678695678711,0.0005974695086479187,0.27050116658210754,23791.25390625
45.139999976352556,418.9571687013587,10597.274506706162,3.544721841812134,-26.751665115356445,0.001088762073777616,0.2522127330303192,22134.833984375
46.13999997582869,385.5868427916521,10923.95374005672,6.337954521179199,-45.698448181152344,0.001431650947779417,0.23690928518772125,17611.505859375
47.13999997530482,342.3355737119774,11195.532087235712,3.1077187061309814,-30.20790672302246,0.0041020456701517105,0.22488188743591309,13177.3642578125
48.179999974759994,310.1134660372727,11433.733658433193,3.966665744781494,-41.76340866088867,0.006272202357649803,0.21483591198921204,10330.423828125
49.1599999742466,279.35411232574114,11616.027323668706,2.361070394515991,-36.80389404296875,0.004749748855829239,0.20744572579860687,8094.3994140625
50.13999997373321,262.0508550502292,11768.076282153255,1.939039945602417,-41.47536087036133,0.009670144878327847,0.20147733390331268,6917.7900390625
51.13999997320934,243.30243625866896,11900.521348441602,1.7478773593902588,-47.83194351196289,0.06076132506132126,0.19641447067260742,5797.0341796875
52.17999997266452,227.42960976301322,12002.41616287292,1.5896531343460083,-43.687503814697266,0.7502333521842957,0.19260269403457642,4981.11279296875
53.17999997214065,221.62781070657522,12079.440370385768,2.2168660163879395,-35.559226989746094,1.4149577617645264,0.18976342678070068,4660.48388671875
54.1999999716063,239.80230237851944,12129.004217026639,3.4358315467834473,-8.928709030151367,0.14240950345993042,0.18795154988765717,5404.0908203125
55.199999971082434,268.03969128896705,12167.964216422057,4.369862079620361,40.34743118286133,-6.024305820465088,0.1865634024143219,6701.849609375
56.17999997056904,276.93761025459935,12234.2135363071,4.290805339813232,14.088239669799805,-36.02849197387695,0.18423311412334442,7064.82763671875
57.199999970034696,288.1926167063087,12333.536569251213,4.2865519523620605,22.99115562438965,-30.305522918701172,0.18078221380710602,7507.43212890625
58.19999996951083,292.80353171425486,12465.337522073067,4.342219352722168,20.925138473510742,-33.95207214355469,0.17629185318946838,7557.09521484375
59.19999996898696,293.78120882347054,12626.721992306062,4.382894039154053,20.213335037231445,-34.81672668457031,0.17093543708324432,7376.49609375
60.19999996846309,294.24252770558604,12813.26103368029,4.4134674072265625,20.13509178161621,-34.873226165771484,0.16493728756904602,7140.02490234375
61.21999996792874,294.7813919444717,13023.590591252898,4.443414688110352,20.254133224487305,-34.8018798828125,0.15841642022132874,6882.88232421875
62.219999967404874,295.6407729867105,13242.460577169084,4.472628116607666,20.273324966430664,-34.75227737426758,0.15189391374588013,6638.02734375
